"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","SECTOR","Economic sector (ISIC rev.4) ","SIZE","Employment size range","TIME","Year","Value","Flag Codes","Flags"
"3","Small regions (TL3)","DEF0A","Plön","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.63,,
"3","Small regions (TL3)","DEF0A","Plön","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",31.55,,
"3","Small regions (TL3)","DEF0B","Rendsburg-Eckernförde","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",32.7,,
"3","Small regions (TL3)","DEF0B","Rendsburg-Eckernförde","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",30.9,,
"3","Small regions (TL3)","DEF0B","Rendsburg-Eckernförde","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.6,,
"3","Small regions (TL3)","DEF0C","Schleswig-Flensburg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.63,,
"3","Small regions (TL3)","DEF0C","Schleswig-Flensburg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",32.53,,
"3","Small regions (TL3)","DEF0C","Schleswig-Flensburg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.98,,
"3","Small regions (TL3)","DEF0D","Segeberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",34.96,,
"3","Small regions (TL3)","DEF0D","Segeberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",41.51,,
"3","Small regions (TL3)","DEG01","Erfurt, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",36.47,,
"3","Small regions (TL3)","DEG01","Erfurt, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",35.09,,
"3","Small regions (TL3)","DEG01","Erfurt, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",34.44,,
"3","Small regions (TL3)","DEG02","Gera, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",35.15,,
"3","Small regions (TL3)","DEG02","Gera, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",34.91,,
"3","Small regions (TL3)","DEG04","Suhl, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.01,,
"3","Small regions (TL3)","DEG05","Weimar, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.39,,
"3","Small regions (TL3)","DEG09","Unstrut-Hainich-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",24.54,,
"3","Small regions (TL3)","DEG09","Unstrut-Hainich-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",25.38,,
"3","Small regions (TL3)","DEG0A","Kyffhäuserkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",24.97,,
"3","Small regions (TL3)","DEG0B","Schmalkalden-Meiningen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",25.39,,
"3","Small regions (TL3)","DEG0B","Schmalkalden-Meiningen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",25.34,,
"3","Small regions (TL3)","DEG0B","Schmalkalden-Meiningen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",24.23,,
"3","Small regions (TL3)","DEG0D","Sömmerda","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",25.19,,
"3","Small regions (TL3)","DEG0D","Sömmerda","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",24.07,,
"3","Small regions (TL3)","DEG0E","Hildburghausen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.44,,
"3","Small regions (TL3)","DEG0E","Hildburghausen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",27.52,,
"3","Small regions (TL3)","DEG0E","Hildburghausen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",23.8,,
"3","Small regions (TL3)","DEG0G","Weimarer Land","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.93,,
"3","Small regions (TL3)","DEG0G","Weimarer Land","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",27.02,,
"3","Small regions (TL3)","DEG0G","Weimarer Land","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",27.05,,
"3","Small regions (TL3)","DEG0J","Saale-Holzland-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",24.21,,
"3","Small regions (TL3)","DEG0J","Saale-Holzland-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",23.58,,
"3","Small regions (TL3)","DEG0K","Saale-Orla-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",22.03,,
"3","Small regions (TL3)","DEG0L","Greiz","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",21.83,,
"3","Small regions (TL3)","DEG0P","Wartburgkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",23.79,,
"3","Small regions (TL3)","DEG0P","Wartburgkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",25.02,,
"3","Small regions (TL3)","DE113","Esslingen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",33.1,,
